card_title,card_reviews,card_link,card_image,card_status,card_limit,card_score,card_annual_income,card_applied_from,card_bureau,card_age,card_notes,card_author_name,card_meta_date,card_dislike,card_like 
United Explorer,524,https://helpmebuildcredit.com/creditcard/united-explorer/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/united-exporer-1.png,publish,"$5,000",715,N/A,Maryland,Experian,1-2 years,NaN,User_n1kga74h,"Jun 12, 2023",0,2
Blue Cash Preferred,730,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$21,000",787,N/A,Nevada,"Experian, Equifax",5-10 years,Pulled EX and EQ base FICO 8 after accepting soft-approval on AMEX website ,User_b2j15684,"Jun 11, 2023",0,3
X1 Visa Card,673,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$5,000",750,N/A,N/A,N/A,N/A,NaN,User_9t018y4p,"Jun 11, 2023",0,3
PayPal Cashback,884,https://helpmebuildcredit.com/creditcard/paypal-cash-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/04/paypal-cashback-2.png,publish,"$20,000",800,N/A,N/A,N/A,N/A,NaN,User_tm72rkbj,"Jun 09, 2023",0,4
Citi Custom Cash,896,https://helpmebuildcredit.com/creditcard/citi-customsm-cash-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/06/citi-custom-cash.png,publish,"$8,000",779,N/A,Delaware,Equifax,2-5 years,NaN,User_mw0sklv9,"Jun 09, 2023",0,3
Freedom Rise,818,https://helpmebuildcredit.com/creditcard/chase-freedom-rise/,https://helpmebuildcredit.com/wp-content/uploads/2023/06/chase-freedom-rise.png,publish,"$1,500",730,N/A,New York,Experian,2-5 years,NaN,User_jsfy0qcu,"Jun 13, 2023",0,1
Amex Cash Magnet,792,https://helpmebuildcredit.com/creditcard/amex-cash-magnet-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/1cash-magnet-1.png,publish,"$6,000",710,N/A,New York,"Experian, Equifax, TransUnion",1-2 years,"Balance transfer fees, I think, were hefty but in line with what is 'out there'.",User_hm0zynv1,"Jun 13, 2023",0,1
Capital One Venture X,808,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",740,N/A,New York,Experian,2-5 years,"Had trouble uploading driver's license on the app and sms verification wasn't going through. Telephone staff were helpful and a manager subsequently emailed a link that allowed for a Passport picture upload.
Problem solved. ",User_hm0zynv1,"Jun 13, 2023",0,1
Citi Double Cash,590,https://helpmebuildcredit.com/creditcard/citi-double-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-double-cash-5.png,publish,"$2,000",680,N/A,New York,N/A,1-2 years,Requested a credit increase after a few months. Succesfull.,User_hm0zynv1,"Jun 13, 2023",0,0
Ink Business Unlimited,579,https://helpmebuildcredit.com/creditcard/chase-ink-business-unlimited/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/8100b780-26ef-4eda-862f-cfbf7bed342c.png,publish,"$16,000",745,N/A,New York,N/A,10 years plus,NaN,User_1dhcqsnf,"Jun 13, 2023",0,0
Citi Premier Card,511,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,publish,"$3,500",725,N/A,New York,N/A,1-2 years,NaN,User_yle17t08,"Jun 13, 2023",0,0
Divvy Business,594,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$2,000",770,N/A,Florida,None,2-5 years,NaN,User_3boufv7c,"Jun 13, 2023",0,0
Blue Cash Everyday,582,https://helpmebuildcredit.com/creditcard/amex-blue-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-everyday-1.png,publish,"$8,000",750,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_35rmsw6h,"Jun 13, 2023",0,1
Divvy Business,623,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$53,000",730,N/A,New York,N/A,10 years plus,N/A,User_dl02mnq6,"Jun 12, 2023",0,1
Hilton Honors,526,https://helpmebuildcredit.com/creditcard/hilton-honors-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/hilton-honors-card.png,publish,"$2,200",750,N/A,New York,"Experian, TransUnion",6-12 months,NaN,User_18ur39ow,"Jun 12, 2023",0,2
United Explorer,525,https://helpmebuildcredit.com/creditcard/united-explorer/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/united-exporer-1.png,publish,"$5,000",715,N/A,Maryland,Experian,1-2 years,NaN,User_n1kga74h,"Jun 12, 2023",0,2
Blue Cash Preferred,731,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$21,000",787,N/A,Nevada,"Experian, Equifax",5-10 years,Pulled EX and EQ base FICO 8 after accepting soft-approval on AMEX website ,User_b2j15684,"Jun 11, 2023",0,3
X1 Visa Card,674,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$5,000",750,N/A,N/A,N/A,N/A,NaN,User_9t018y4p,"Jun 11, 2023",0,3
PayPal Cashback,885,https://helpmebuildcredit.com/creditcard/paypal-cash-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/04/paypal-cashback-2.png,publish,"$20,000",800,N/A,N/A,N/A,N/A,NaN,User_tm72rkbj,"Jun 09, 2023",0,4
Citi Custom Cash,897,https://helpmebuildcredit.com/creditcard/citi-customsm-cash-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/06/citi-custom-cash.png,publish,"$8,000",779,N/A,Delaware,Equifax,2-5 years,NaN,User_mw0sklv9,"Jun 09, 2023",0,3
Freedom Rise,819,https://helpmebuildcredit.com/creditcard/chase-freedom-rise/,https://helpmebuildcredit.com/wp-content/uploads/2023/06/chase-freedom-rise.png,publish,"$1,500",730,N/A,New York,Experian,2-5 years,NaN,User_jsfy0qcu,"Jun 13, 2023",0,1
Amex Cash Magnet,793,https://helpmebuildcredit.com/creditcard/amex-cash-magnet-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/1cash-magnet-1.png,publish,"$6,000",710,N/A,New York,"Experian, Equifax, TransUnion",1-2 years,"Balance transfer fees, I think, were hefty but in line with what is 'out there'.",User_hm0zynv1,"Jun 13, 2023",0,1
Capital One Venture X,809,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",740,N/A,New York,Experian,2-5 years,"Had trouble uploading driver's license on the app and sms verification wasn't going through. Telephone staff were helpful and a manager subsequently emailed a link that allowed for a Passport picture upload.
Problem solved. ",User_hm0zynv1,"Jun 13, 2023",0,1
Citi Double Cash,591,https://helpmebuildcredit.com/creditcard/citi-double-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-double-cash-5.png,publish,"$2,000",680,N/A,New York,N/A,1-2 years,Requested a credit increase after a few months. Succesfull.,User_hm0zynv1,"Jun 13, 2023",0,0
Ink Business Unlimited,580,https://helpmebuildcredit.com/creditcard/chase-ink-business-unlimited/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/8100b780-26ef-4eda-862f-cfbf7bed342c.png,publish,"$16,000",745,N/A,New York,N/A,10 years plus,NaN,User_1dhcqsnf,"Jun 13, 2023",0,0
Citi Premier Card,512,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,publish,"$3,500",725,N/A,New York,N/A,1-2 years,NaN,User_yle17t08,"Jun 13, 2023",0,0
Divvy Business,595,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$2,000",770,N/A,Florida,None,2-5 years,NaN,User_3boufv7c,"Jun 13, 2023",0,0
Blue Cash Everyday,583,https://helpmebuildcredit.com/creditcard/amex-blue-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-everyday-1.png,publish,"$8,000",750,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_35rmsw6h,"Jun 13, 2023",0,1
Divvy Business,624,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$53,000",730,N/A,New York,N/A,10 years plus,N/A,User_dl02mnq6,"Jun 12, 2023",0,1
Hilton Honors,527,https://helpmebuildcredit.com/creditcard/hilton-honors-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/hilton-honors-card.png,publish,"$2,200",750,N/A,New York,"Experian, TransUnion",6-12 months,NaN,User_18ur39ow,"Jun 12, 2023",0,2
United Explorer,526,https://helpmebuildcredit.com/creditcard/united-explorer/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/united-exporer-1.png,publish,"$5,000",715,N/A,Maryland,Experian,1-2 years,NaN,User_n1kga74h,"Jun 12, 2023",0,2
Blue Cash Preferred,732,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$21,000",787,N/A,Nevada,"Experian, Equifax",5-10 years,Pulled EX and EQ base FICO 8 after accepting soft-approval on AMEX website ,User_b2j15684,"Jun 11, 2023",0,3
X1 Visa Card,675,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$5,000",750,N/A,N/A,N/A,N/A,NaN,User_9t018y4p,"Jun 11, 2023",0,3
PayPal Cashback,886,https://helpmebuildcredit.com/creditcard/paypal-cash-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/04/paypal-cashback-2.png,publish,"$20,000",800,N/A,N/A,N/A,N/A,NaN,User_tm72rkbj,"Jun 09, 2023",0,4
Citi Custom Cash,898,https://helpmebuildcredit.com/creditcard/citi-customsm-cash-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/06/citi-custom-cash.png,publish,"$8,000",779,N/A,Delaware,Equifax,2-5 years,NaN,User_mw0sklv9,"Jun 09, 2023",0,3
Freedom Rise,820,https://helpmebuildcredit.com/creditcard/chase-freedom-rise/,https://helpmebuildcredit.com/wp-content/uploads/2023/06/chase-freedom-rise.png,publish,"$1,500",730,N/A,New York,Experian,2-5 years,NaN,User_jsfy0qcu,"Jun 13, 2023",0,1
Amex Cash Magnet,794,https://helpmebuildcredit.com/creditcard/amex-cash-magnet-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/1cash-magnet-1.png,publish,"$6,000",710,N/A,New York,"Experian, Equifax, TransUnion",1-2 years,"Balance transfer fees, I think, were hefty but in line with what is 'out there'.",User_hm0zynv1,"Jun 13, 2023",0,1
Capital One Venture X,810,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",740,N/A,New York,Experian,2-5 years,"Had trouble uploading driver's license on the app and sms verification wasn't going through. Telephone staff were helpful and a manager subsequently emailed a link that allowed for a Passport picture upload.
Problem solved. ",User_hm0zynv1,"Jun 13, 2023",0,1
Citi Double Cash,592,https://helpmebuildcredit.com/creditcard/citi-double-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-double-cash-5.png,publish,"$2,000",680,N/A,New York,N/A,1-2 years,Requested a credit increase after a few months. Succesfull.,User_hm0zynv1,"Jun 13, 2023",0,0
Ink Business Unlimited,581,https://helpmebuildcredit.com/creditcard/chase-ink-business-unlimited/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/8100b780-26ef-4eda-862f-cfbf7bed342c.png,publish,"$16,000",745,N/A,New York,N/A,10 years plus,NaN,User_1dhcqsnf,"Jun 13, 2023",0,0
Citi Premier Card,513,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,publish,"$3,500",725,N/A,New York,N/A,1-2 years,NaN,User_yle17t08,"Jun 13, 2023",0,0
Divvy Business,596,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$2,000",770,N/A,Florida,None,2-5 years,NaN,User_3boufv7c,"Jun 13, 2023",0,0
Blue Cash Everyday,584,https://helpmebuildcredit.com/creditcard/amex-blue-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-everyday-1.png,publish,"$8,000",750,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_35rmsw6h,"Jun 13, 2023",0,1
Divvy Business,625,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$53,000",730,N/A,New York,N/A,10 years plus,N/A,User_dl02mnq6,"Jun 12, 2023",0,1
Hilton Honors,528,https://helpmebuildcredit.com/creditcard/hilton-honors-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/hilton-honors-card.png,publish,"$2,200",750,N/A,New York,"Experian, TransUnion",6-12 months,NaN,User_18ur39ow,"Jun 12, 2023",0,2
United Explorer,527,https://helpmebuildcredit.com/creditcard/united-explorer/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/united-exporer-1.png,publish,"$5,000",715,N/A,Maryland,Experian,1-2 years,NaN,User_n1kga74h,"Jun 12, 2023",0,2
Blue Cash Preferred,733,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$21,000",787,N/A,Nevada,"Experian, Equifax",5-10 years,Pulled EX and EQ base FICO 8 after accepting soft-approval on AMEX website ,User_b2j15684,"Jun 11, 2023",0,3
X1 Visa Card,676,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$5,000",750,N/A,N/A,N/A,N/A,NaN,User_9t018y4p,"Jun 11, 2023",0,3
PayPal Cashback,887,https://helpmebuildcredit.com/creditcard/paypal-cash-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/04/paypal-cashback-2.png,publish,"$20,000",800,N/A,N/A,N/A,N/A,NaN,User_tm72rkbj,"Jun 09, 2023",0,4
Citi Custom Cash,899,https://helpmebuildcredit.com/creditcard/citi-customsm-cash-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/06/citi-custom-cash.png,publish,"$8,000",779,N/A,Delaware,Equifax,2-5 years,NaN,User_mw0sklv9,"Jun 09, 2023",0,3
Freedom Rise,821,https://helpmebuildcredit.com/creditcard/chase-freedom-rise/,https://helpmebuildcredit.com/wp-content/uploads/2023/06/chase-freedom-rise.png,publish,"$1,500",730,N/A,New York,Experian,2-5 years,NaN,User_jsfy0qcu,"Jun 13, 2023",0,1
Amex Cash Magnet,795,https://helpmebuildcredit.com/creditcard/amex-cash-magnet-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/1cash-magnet-1.png,publish,"$6,000",710,N/A,New York,"Experian, Equifax, TransUnion",1-2 years,"Balance transfer fees, I think, were hefty but in line with what is 'out there'.",User_hm0zynv1,"Jun 13, 2023",0,1
Capital One Venture X,811,https://helpmebuildcredit.com/creditcard/capital-one-venture-x-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/11/capital-one-venture-x.png,publish,"$10,000",740,N/A,New York,Experian,2-5 years,"Had trouble uploading driver's license on the app and sms verification wasn't going through. Telephone staff were helpful and a manager subsequently emailed a link that allowed for a Passport picture upload.
Problem solved. ",User_hm0zynv1,"Jun 13, 2023",0,1
Citi Double Cash,593,https://helpmebuildcredit.com/creditcard/citi-double-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-double-cash-5.png,publish,"$2,000",680,N/A,New York,N/A,1-2 years,Requested a credit increase after a few months. Succesfull.,User_hm0zynv1,"Jun 13, 2023",0,0
Ink Business Unlimited,582,https://helpmebuildcredit.com/creditcard/chase-ink-business-unlimited/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/8100b780-26ef-4eda-862f-cfbf7bed342c.png,publish,"$16,000",745,N/A,New York,N/A,10 years plus,NaN,User_1dhcqsnf,"Jun 13, 2023",0,0
Citi Premier Card,514,https://helpmebuildcredit.com/creditcard/citi-premier-card-2/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/citi-premier-new-1.png,publish,"$3,500",725,N/A,New York,N/A,1-2 years,NaN,User_yle17t08,"Jun 13, 2023",0,0
Divvy Business,597,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$2,000",770,N/A,Florida,None,2-5 years,NaN,User_3boufv7c,"Jun 13, 2023",0,0
Blue Cash Everyday,585,https://helpmebuildcredit.com/creditcard/amex-blue-cash/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-everyday-1.png,publish,"$8,000",750,N/A,Illinois,"Experian, TransUnion",2-5 years,NaN,User_35rmsw6h,"Jun 13, 2023",0,1
Divvy Business,626,https://helpmebuildcredit.com/creditcard/divvy-business-credit-cardthere-is-no-welcome-offer-on-this-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/12/divvy-business-2.png,publish,"$53,000",730,N/A,New York,N/A,10 years plus,N/A,User_dl02mnq6,"Jun 12, 2023",0,1
Hilton Honors,529,https://helpmebuildcredit.com/creditcard/hilton-honors-card/,https://helpmebuildcredit.com/wp-content/uploads/2020/06/hilton-honors-card.png,publish,"$2,200",750,N/A,New York,"Experian, TransUnion",6-12 months,NaN,User_18ur39ow,"Jun 12, 2023",0,2
United Explorer,528,https://helpmebuildcredit.com/creditcard/united-explorer/,https://helpmebuildcredit.com/wp-content/uploads/2019/12/united-exporer-1.png,publish,"$5,000",715,N/A,Maryland,Experian,1-2 years,NaN,User_n1kga74h,"Jun 12, 2023",0,2
Blue Cash Preferred,734,https://helpmebuildcredit.com/creditcard/amex-blue-cash-preferred/,https://helpmebuildcredit.com/wp-content/uploads/2020/01/amex-blue-cash-prefferd-1.png,publish,"$21,000",787,N/A,Nevada,"Experian, Equifax",5-10 years,Pulled EX and EQ base FICO 8 after accepting soft-approval on AMEX website ,User_b2j15684,"Jun 11, 2023",0,3
X1 Visa Card,677,https://helpmebuildcredit.com/creditcard/x1-visa-card/,https://helpmebuildcredit.com/wp-content/uploads/2022/11/x1-card.png,publish,"$5,000",750,N/A,N/A,N/A,N/A,NaN,User_9t018y4p,"Jun 11, 2023",0,3
PayPal Cashback,888,https://helpmebuildcredit.com/creditcard/paypal-cash-mastercard/,https://helpmebuildcredit.com/wp-content/uploads/2020/04/paypal-cashback-2.png,publish,"$20,000",800,N/A,N/A,N/A,N/A,NaN,User_tm72rkbj,"Jun 09, 2023",0,4
Citi Custom Cash,900,https://helpmebuildcredit.com/creditcard/citi-customsm-cash-card/,https://helpmebuildcredit.com/wp-content/uploads/2021/06/citi-custom-cash.png,publish,"$8,000",779,N/A,Delaware,Equifax,2-5 years,NaN,User_mw0sklv9,"Jun 09, 2023",0,3
